Keyword,Title,Quora_link
Machine Learning,What are the disadvantages of second-order polynomial regression models in time series data analysis?,https://www.quora.com/What-are-the-disadvantages-of-second-order-polynomial-regression-models-in-time-series-data-analysis?
Machine Learning,What are the pros and cons of general additive modeling or polynomial regression splines?,https://www.quora.com/What-are-the-pros-and-cons-of-general-additive-modeling-or-polynomial-regression-splines?
Machine Learning,How can you validate the model that's used to solve a polynomial regression problem?,https://www.quora.com/How-can-you-validate-the-model-that's-used-to-solve-a-polynomial-regression-problem?
Machine Learning,How can a polynomial regression model be used on a nonstationary and nonlinear dataset?,https://www.quora.com/How-can-a-polynomial-regression-model-be-used-on-a-nonstationary-and-nonlinear-dataset?
Machine Learning,Is there a formal test for model comparison between polynomial regression and piecewise/segmented regression?,https://www.quora.com/Is-there-a-formal-test-for-model-comparison-between-polynomial-regression-and-piecewise/segmented-regression?
Machine Learning,What is the difference between choosing a neural network model and a regression model with a polynomial hypothesis?,https://www.quora.com/What-is-the-difference-between-choosing-a-neural-network-model-and-a-regression-model-with-a-polynomial-hypothesis?
Machine Learning,What is a dataset that would perform well if I added polynomial terms to a linear regression model?,https://www.quora.com/What-is-a-dataset-that-would-perform-well-if-I-added-polynomial-terms-to-a-linear-regression-model?
Machine Learning,"Why would you use a log transformation over polynomial regression (r, regression , linear model , statistics)?","https://www.quora.com/Why-would-you-use-a-log-transformation-over-polynomial-regression-(r,-regression-,-linear-model-,-statistics)?"
Machine Learning,"Machine Learning: While building a linear regression model , how do I decide between varying the degree of the polynomial and varying he regularisation parameter?","https://www.quora.com/Machine-Learning:-While-building-a-linear-regression-model-,-how-do-I-decide-between-varying-the-degree-of-the-polynomial-and-varying-he-regularisation-parameter?"
Machine Learning,What are the advantages and disadvantages of polynomial regression compared to other types of regression models when applied to time series data?,https://www.quora.com/What-are-the-advantages-and-disadvantages-of-polynomial-regression-compared-to-other-types-of-regression-models-when-applied-to-time-series-data?
Machine Learning,When we should use linear regression and when should we use polynomial regression in model development for prediction in data analytics?,https://www.quora.com/When-we-should-use-linear-regression-and-when-should-we-use-polynomial-regression-in-model-development-for-prediction-in-data-analytics?
Machine Learning,"Can a linear regression model without polynomial features overfit (linear regression , overfitting, data science)?","https://www.quora.com/Can-a-linear-regression-model-without-polynomial-features-overfit-(linear-regression-,-overfitting,-data-science)?"
Machine Learning,How can we know the complexity of regression model in machine learning?,https://www.quora.com/How-can-we-know-the-complexity-of-regression-model-in-machine-learning?
Machine Learning,What degree of polynomial should we search on for actual fit?,https://www.quora.com/What-degree-of-polynomial-should-we-search-on-for-actual-fit?
Machine Learning,By visualizing?,https://www.quora.com/By-visualizing?
Machine Learning,"What is the difference between surrogate models to find minimum( like Response Surface Models, Kriging method, Polynomial Regression and etc)?","https://www.quora.com/What-is-the-difference-between-surrogate-models-to-find-minimum(-like-Response-Surface-Models,-Kriging-method,-Polynomial-Regression-and-etc)?"
Machine Learning,Is there any good references about this methods?,https://www.quora.com/Is-there-any-good-references-about-this-methods?
Machine Learning,"Why are the polynomial features used in a linear regression model not working as expected as the degree increases (machine learning, Python, scikit-learn)?","https://www.quora.com/Why-are-the-polynomial-features-used-in-a-linear-regression-model-not-working-as-expected-as-the-degree-increases-(machine-learning,-Python,-scikit-learn)?"
Machine Learning,[IB Maths: IB HL Maths AA IA] Does anyone have any resources on Bayes' Model Order Selection for polynomial regression for my IB essay paper on optimizing the revenue of my business?,https://www.quora.com/[IB-Maths:-IB-HL-Maths-AA-IA]-Does-anyone-have-any-resources-on-Bayes'-Model-Order-Selection-for-polynomial-regression-for-my-IB-essay-paper-on-optimizing-the-revenue-of-my-business?
Machine Learning,I've developed prediction models using polynomial regression and ANN for my data-setUnexpectedly the polynomial model is giving slightly better results than the ANN What may be the reasons?,https://www.quora.com/I've-developed-prediction-models-using-polynomial-regression-and-ANN-for-my-data-setUnexpectedly-the-polynomial-model-is-giving-slightly-better-results-than-the-ANN-What-may-be-the-reasons?
Machine Learning,"There are various forms of non-linear regression including the kernel, generalized additive model , spline, and polynomial  Under what conditions and circumstances do you use each?","https://www.quora.com/There-are-various-forms-of-non-linear-regression-including-the-kernel,-generalized-additive-model-,-spline,-and-polynomial--Under-what-conditions-and-circumstances-do-you-use-each?"
Machine Learning,"Specifically, when do you use kernel vs generalized additive?","https://www.quora.com/Specifically,-when-do-you-use-kernel-vs-generalized-additive?"
Machine Learning,"How do you determine which type of regression to use (linear, polynomial or logistic) when modelling data?","https://www.quora.com/How-do-you-determine-which-type-of-regression-to-use-(linear,-polynomial-or-logistic)-when-modelling-data?"
